PermitClass,PermitTypeDesc,HousingUnits,HousingUnitsRemoved,HousingUnitsAdded,EstProjectCost,StatusCurrent,OriginalAddress1,OriginalCity,OriginalZip
Single Family/Duplex,Addition/Alteration,1,0,0,"45,000",Issued,7016 Alonzo AVE NW,,
Single Family/Duplex,Addition/Alteration,1,0,0,"195,000",Issued,3831 33RD AVE SW,SEATTLE,98126
Commercial,Addition/Alteration,0,0,0,"175,000",Issued,5011 BERNIE WHITEBEAR WAY,SEATTLE,98199
Multifamily,New,,,,"1,225,203",Reviews In Process,1601 S WASHINGTON ST,SEATTLE,98144
Single Family/Duplex,New,1,1,2,"328,125",Reviews In Process,1518 19TH AVE,SEATTLE,98122
Commercial,Addition/Alteration,0,0,0,"5,000",Issued,1200 WESTLAKE AVE N,SEATTLE,98109
Commercial,Tenant Improvment,,,,"175,000",Corrections Required,1424 4TH AVE,SEATTLE,98101
Single Family/Duplex,Addition/Alteration,1,0,0,"50,000",Issued,740 N 66TH ST,SEATTLE,98103
Single Family/Duplex,Addition/Alteration,,,,"6,250",Completed,1079 25TH AVE E,SEATTLE,98112
Multifamily,Addition/Alteration,,,,"3,000",Completed,4235 BROOKLYN AVE NE,SEATTLE,98105
Single Family/Duplex,Addition/Alteration,,,,"10,000",Awaiting Information,122 NE 64TH ST,SEATTLE,98115
Single Family/Duplex,Addition/Alteration,1,0,0,"68,000",Reviews In Process,10317 46TH AVE NE,SEATTLE,98125
Commercial,Addition/Alteration,,,,"1,939,000",Reviews In Process,610 2ND AVE N,SEATTLE,98109
Commercial,Addition/Alteration,,,,"125,000",Reviews In Process,1924 1ST AVE,,
Single Family/Duplex,Addition/Alteration,,,,"11,500",Issued,8001 37TH AVE SW,SEATTLE,98126
Single Family/Duplex,Addition/Alteration,1,0,1,"160,532",Issued,2627 46TH AVE SW,SEATTLE,98116
Multifamily,Addition/Alteration,,,,"39,516",Issued,1909 10TH AVE W,SEATTLE,98119
Single Family/Duplex,Addition/Alteration,0,0,0,"5,000",Issued,3420 E DENNY WAY,SEATTLE,98122
Single Family/Duplex,Addition/Alteration,0,0,0,"13,000",Reviews In Process,12719 37TH AVE NE,SEATTLE,98125
Single Family/Duplex,Addition/Alteration,,,,"12,345",Issued,7109 17TH AVE SW,SEATTLE,98106
Single Family/Duplex,Addition/Alteration,,,,"5,000",Issued,2627 3RD AVE N,SEATTLE,98109
Single Family/Duplex,Addition/Alteration,,,,"20,000",Issued,1103 30TH AVE,SEATTLE,98122
Single Family/Duplex,New,,,,"407,304",Application Completed,8048 16TH AVE NW,SEATTLE,98117
Single Family/Duplex,Addition/Alteration,,,,"8,400",Completed,5350 SW MANNING ST,SEATTLE,98116
Single Family/Duplex,Addition/Alteration,1,0,0,"15,000",Issued,1312 NE 62ND ST,,
Multifamily,Addition/Alteration,22,0,0,"80,000",Issued,1815 13TH AVE S,SEATTLE,98144
Commercial,Addition/Alteration,0,0,0,"15,000",Corrections Required,6100 4TH AVE S,SEATTLE,98108
Single Family/Duplex,Addition/Alteration,,,,"25,000",Issued,705 N 102ND ST,SEATTLE,98133
Single Family/Duplex,Addition/Alteration,1,0,1,"45,000",Corrections Required,503 N 102ND ST,SEATTLE,98133
Single Family/Duplex,New,,,,"205,013",Application Completed,2220 NE 125TH ST,SEATTLE,98125
Multifamily,New,,,,"751,591",Application Completed,1242 15TH AVE E,SEATTLE,98112
Single Family/Duplex,New,,,,"499,627",Reviews In Process,209 N 101ST ST,SEATTLE,98133
Multifamily,New,,,,"1,254,933",Reviews In Process,1609 S WASHINGTON ST,SEATTLE,98144
Single Family/Duplex,New,,,,"167,763",Reviews In Process,1518 NW 63rd ST,,
Single Family/Duplex,New,,,,"610,735",Corrections Required,7748 FOREST DR NE,SEATTLE,98115
Single Family/Duplex,New,,,,"32,101",Application Completed,2212 NE 125TH ST,SEATTLE,98125
Commercial,Addition/Alteration,0,0,0,"10,000",Issued,157 GALER ST,SEATTLE,98109
Single Family/Duplex,Addition/Alteration,,,,"13,000",Issued,7017 11TH AVE NW,SEATTLE,98117
Single Family/Duplex,Addition/Alteration,,,,"73,322",Issued,14041 25TH AVE NE,SEATTLE,98125
Single Family/Duplex,Addition/Alteration,,,,"25,000",Issued,3017 35TH AVE W,SEATTLE,98199
Single Family/Duplex,Addition/Alteration,1,0,0,"40,000",Issued,1702 NOB HILL AVE N,,
Single Family/Duplex,New,,,,"353,751",Corrections Required,1608 42ND AVE E,SEATTLE,98112
Commercial,Demolition,,,,"5,000",Issued,6538 15TH AVE NE,SEATTLE,98115
Single Family/Duplex,Addition/Alteration,,,,"14,400",Issued,3025 37th AVE W,,
Multifamily,New,,,,"346,426",Application Completed,9205 14TH AVE NW,SEATTLE,98117
Single Family/Duplex,Addition/Alteration,1,0,0,"64,800",Reviews In Process,1318 SW CAMBRIDGE ST,SEATTLE,98106
Single Family/Duplex,Demolition,1,0,0,"10,000",Awaiting Information,116 NE 59TH ST,SEATTLE,98105
Single Family/Duplex,New,,,,"443,354",Reviews In Process,2613 3RD AVE W,SEATTLE,98119
Multifamily,Addition/Alteration,0,0,0,"200,000",Issued,5025 CALIFORNIA AVE SW,SEATTLE,98136
Single Family/Duplex,Addition/Alteration,1,0,0,"10,000",Issued,6506 PALATINE AVE N,SEATTLE,98103
Multifamily,Addition/Alteration,37,0,0,"75,000",Corrections Required,3100 W COMMODORE WAY,SEATTLE,98199
Multifamily,Addition/Alteration,,,,"20,000",Reviews In Process,4815 CALIFORNIA AVE SW,SEATTLE,98116
Single Family/Duplex,Addition/Alteration,,,,"30,000",Issued,7731 20TH AVE NE,SEATTLE,98115
Single Family/Duplex,Addition/Alteration,1,0,0,"12,000",Issued,4118 DAYTON AVE N,SEATTLE,98103
Single Family/Duplex,Addition/Alteration,1,0,0,"25,000",Issued,1001 STURGUS AVE S,SEATTLE,98144
Single Family/Duplex,Addition/Alteration,,,,"25,000",Reviews In Process,3311 S DOSE TER,SEATTLE,98144
Commercial,Addition/Alteration,,,,"6,749,380",Reviews In Process,1523 AIRPORT WAY S,SEATTLE,98134
Institutional,Addition/Alteration,,,,"1,920,194",Reviews In Process,2950 S MOUNT BAKER BLVD,SEATTLE,98144
Single Family/Duplex,Addition/Alteration,1,0,0,"4,500",Issued,4531 50TH AVE S,SEATTLE,98118
Single Family/Duplex,Addition/Alteration,,,,"4,500",Issued,5047 SW 97th ST,,
Single Family/Duplex,Addition/Alteration,,,,"100,000",Issued,3706 SW 107TH ST,SEATTLE,98146
Single Family/Duplex,Addition/Alteration,,,,"400,000",Reviews In Process,3641 48TH AVE SW,SEATTLE,98116
Multifamily,New,1,1,7,"480,100",Reviews In Process,7714 M L KING JR WAY S,SEATTLE,98118
Commercial,Addition/Alteration,,,,"605,000",Issued,1705 NE PACIFIC ST,SEATTLE,98195
Single Family/Duplex,Addition/Alteration,0,0,1,"139,108",Reviews In Process,11725 9TH AVE NE,SEATTLE,98125
Single Family/Duplex,Addition/Alteration,1,0,0,"150,000",Corrections Required,7903 CALIFORNIA AVE SW,SEATTLE,98136
Single Family/Duplex,Addition/Alteration,1,0,0,"150,000",Ready for Issuance,1429 Sunset AVE SW,,
Single Family/Duplex,New,1,1,2,"342,355",Application Completed,1518 19TH AVE,SEATTLE,98122
Commercial,Tenant Improvment,,,,"152,000",Reviews In Process,1301 5TH AVE,SEATTLE,98101
Single Family/Duplex,Addition/Alteration,1,0,0,"135,000",Issued,4802 SW CHARLESTOWN ST,SEATTLE,98116
Single Family/Duplex,Addition/Alteration,,,,"10,000",Issued,3512 HAHN PL S,SEATTLE,98144
Industrial,,,,,"1,210,000",Application Completed,8105 1ST AVE S,SEATTLE,98108
Commercial,Addition/Alteration,0,0,0,"49,283",Issued,3257 16TH AVE W,SEATTLE,98119
Single Family/Duplex,New,1,1,1,"533,612",Reviews In Process,2120 34TH AVE W,SEATTLE,98199
Multifamily,Addition/Alteration,,,,"50,000",Awaiting Information,8337 Wabash AVE S,,
Multifamily,Addition/Alteration,,,,"200,000",Reviews In Process,220 16TH AVE E,SEATTLE,98112
Commercial,Addition/Alteration,0,0,0,"450,000",Reviews In Process,1301 5TH AVE,SEATTLE,98101
Single Family/Duplex,Addition/Alteration,,,,"15,000",Issued,5233 36TH AVE NE,SEATTLE,98105
Multifamily,Addition/Alteration,0,0,0,"15,000",Issued,3215 NE 143RD ST,SEATTLE,98125
Single Family/Duplex,Addition/Alteration,1,0,1,"61,447",Corrections Required,3646 36TH AVE W,SEATTLE,98199
Single Family/Duplex,Demolition,,,,"8,000",Application Completed,7231 WEST GREEN LAKE DR N,SEATTLE,98103
Single Family/Duplex,Addition/Alteration,1,0,1,"114,764",Reviews In Process,5622 Keystone PL N,,
Single Family/Duplex,New,,,,"799,388",Reviews In Process,9222 1ST AVE NE,SEATTLE,98115
Single Family/Duplex,Addition/Alteration,1,0,0,"30,000",Issued,8532 13th AVE NW,,
Single Family/Duplex,Addition/Alteration,1,0,0,"34,548",Reviews In Process,1726 EVERGREEN PL,SEATTLE,98122
Commercial,Addition/Alteration,,,,"1,777,561",Reviews In Process,1523 AIRPORT WAY S,SEATTLE,98134
Single Family/Duplex,New,,,,"238,958",Reviews In Process,820 S ROSE ST,SEATTLE,98108
Single Family/Duplex,Addition/Alteration,1,0,0,"75,000",Issued,5315 Latona AVE NE,,
Single Family/Duplex,Addition/Alteration,,,,"50,000",Reviews In Process,2018 N 77TH ST,SEATTLE,98103
Single Family/Duplex,Addition/Alteration,1,0,0,"136,275",Reviews In Process,11333 39TH AVE NE,SEATTLE,98125
Single Family/Duplex,Addition/Alteration,1,0,0,"50,000",Issued,2210 E OLIVE ST,SEATTLE,98122
Single Family/Duplex,Addition/Alteration,,,,"46,000",Awaiting Information,5219 S DAWSON ST,SEATTLE,98118
Single Family/Duplex,New,1,1,1,"6,400,087",Corrections Required,6836 28TH AVE NE,SEATTLE,98115
Single Family/Duplex,New,,,,"215,265",Application Completed,8717 12TH AVE NW,SEATTLE,98117
Single Family/Duplex,Addition/Alteration,,,,"200,000",Issued,6736 14TH AVE NW,SEATTLE,98117
Commercial,Addition/Alteration,,,,"40,000",Reviews In Process,4260 23RD AVE W,SEATTLE,98199
Single Family/Duplex,Addition/Alteration,,,,"99,120",Reviews In Process,1424 31ST AVE,,
Multifamily,New,,,,"735,909",Reviews In Process,6028 41ST AVE SW,SEATTLE,98136
Single Family/Duplex,Addition/Alteration,,,,"299,564",Reviews In Process,2117 NW 95TH ST,SEATTLE,98117
Single Family/Duplex,Addition/Alteration,,,,"60,000",Issued,815 NW 59TH ST,SEATTLE,98107
Commercial,Demolition,0,0,450,0,Corrections Required,900 RAINIER AVE S,SEATTLE,98144
Single Family/Duplex,Addition/Alteration,1,0,0,"141,372",Issued,4216 32ND AVE W,SEATTLE,98199
Commercial,Addition/Alteration,,,,"150,000",Issued,300 9TH AVE,SEATTLE,98104
Multifamily,Addition/Alteration,,,,"25,000",Issued,1240 NE 143rd ST,,
Multifamily,Demolition,,,,"847,677.92",Reviews Completed,3426 LAFAYETTE AVE S,SEATTLE,98144
Single Family/Duplex,Addition/Alteration,,,,"1,000",Issued,2558 NE 91st ST,,
Single Family/Duplex,Addition/Alteration,,,,"50,000",Issued,9112 5TH AVE NE,SEATTLE,98115
Single Family/Duplex,Addition/Alteration,,,,"20,000",Ready for Issuance,7750 10TH AVE SW,SEATTLE,98106
Single Family/Duplex,Addition/Alteration,1,0,0,"103,009",Corrections Required,4002 12TH AVE S,SEATTLE,98108
Single Family/Duplex,Addition/Alteration,,,,"24,000",Reviews In Process,5411 NE WINDERMERE RD,SEATTLE,98105
Single Family/Duplex,Addition/Alteration,,,,"75,000",Issued,8203 8TH AVE NE,SEATTLE,98115
Multifamily,Addition/Alteration,,,,"20,000",Reviews In Process,7050 LINCOLN PARK WAY SW,SEATTLE,98136
Single Family/Duplex,Addition/Alteration,,,,"8,000",Issued,2219 W BERTONA ST,,
Multifamily,New,,,,"297,731",Reviews In Process,1714 N 47TH ST,SEATTLE,98103
Single Family/Duplex,Addition/Alteration,,,,"70,000",Awaiting Information,8621 39TH AVE SW,SEATTLE,98136
Single Family/Duplex,Addition/Alteration,1,0,0,"175,000",Issued,5043 45th AVE S,,
Commercial,Addition/Alteration,,,,"75,000",Reviews In Process,2701 EASTLAKE AVE E,SEATTLE,98102
Institutional,,,,,"231,000",Reviews In Process,9600 COLLEGE WAY N,SEATTLE,98103
Single Family/Duplex,Addition/Alteration,,,,"5,500",Issued,4844 NE 42ND ST,SEATTLE,98105
Single Family/Duplex,Addition/Alteration,1,0,0,"120,000",Issued,6709 25th AVE NW,,
Single Family/Duplex,Addition/Alteration,,,,"5,000",Issued,4033 NE 88TH ST,SEATTLE,98115
Single Family/Duplex,Addition/Alteration,1,0,0,"150,000",Reviews In Process,9019 45TH AVE NE,SEATTLE,98115
Commercial,Addition/Alteration,,,,"288,200",Reviews In Process,9000 HOLMAN RD NW,SEATTLE,98117
Single Family/Duplex,Addition/Alteration,,,,"20,000",Awaiting Information,5433 37TH AVE SW,SEATTLE,98126
Single Family/Duplex,New,,,,"295,387",Application Completed,2228 NE 125TH ST,SEATTLE,98125
Single Family/Duplex,New,0,0,3,"562,125",Corrections Required,1015 NE 100TH ST,SEATTLE,98125
Commercial,Demolition,0,0,125,"26,000,000",Reviews In Process,14315 LAKE CITY WAY NE,SEATTLE,98125
Multifamily,Addition/Alteration,,,,"310,000",Issued,12007 15TH AVE NE,SEATTLE,98125
Single Family/Duplex,Demolition,1,1,0,"600,000",Issued,617 23RD AVE E,SEATTLE,98112
Single Family/Duplex,Addition/Alteration,,,,"100,000",Issued,7353 39TH AVE SW,SEATTLE,98136
Single Family/Duplex,Addition/Alteration,,,,"200,772",Reviews In Process,2608 21ST AVE S,SEATTLE,98144
Single Family/Duplex,Addition/Alteration,1,0,1,"250,000",Issued,10029 11TH AVE NW,SEATTLE,98177
Commercial,Addition/Alteration,0,0,0,"225,000",Reviews In Process,2200 7TH AVE,SEATTLE,98121
Single Family/Duplex,Addition/Alteration,1,0,1,"180,000",Issued,8337 M L KING JR WAY S,SEATTLE,98118
Multifamily,New,,,,"1,111,919",Reviews In Process,920 NW 56TH ST,SEATTLE,98107
Single Family/Duplex,Addition/Alteration,1,0,0,"65,000",Issued,9008 21st AVE NW,,
Multifamily,Addition/Alteration,,,,"9,500",Additional Info Requested,1000 union ST,,
Single Family/Duplex,New,0,0,23,"57,116",Application Completed,6343 NE 65TH ST,SEATTLE,98115
Single Family/Duplex,Addition/Alteration,,,,"45,000",Issued,7344 Ravenna AVE NE,,
Multifamily,Addition/Alteration,0,0,0,"35,000",Issued,530 W OLYMPIC PL,SEATTLE,98119
Single Family/Duplex,Addition/Alteration,0,0,0,"27,025",Reviews In Process,5231 37TH AVE NE,SEATTLE,98105
Commercial,Addition/Alteration,,,,"15,000",Reviews In Process,6339 34TH AVE SW,SEATTLE,98126
Single Family/Duplex,Addition/Alteration,,,,"7,000",Issued,4059 35TH AVE SW,SEATTLE,98126
Commercial,Addition/Alteration,,,,"12,000",Issued,8916 AURORA AVE N,SEATTLE,98103
Single Family/Duplex,Addition/Alteration,,,,"25,000",Issued,4720 NE 36TH ST,SEATTLE,98105
Single Family/Duplex,Addition/Alteration,1,0,0,"10,500",Issued,714 SW AUSTIN ST,SEATTLE,98106
Single Family/Duplex,Addition/Alteration,1,0,1,"80,000",Reviews In Process,9245 36TH AVE SW,SEATTLE,98126
Commercial,Addition/Alteration,,,,"5,000",Completed,102 12th AVE,,
Single Family/Duplex,Addition/Alteration,1,0,0,"75,000",Issued,7004 EARL AVE NW,SEATTLE,98117
Single Family/Duplex,Addition/Alteration,1,0,0,"39,167",Reviews In Process,200 NW 46TH ST,SEATTLE,98107
Commercial,Tenant Improvment,,,,"3,255,440",Awaiting Information,1601 5TH AVE,SEATTLE,98101
Single Family/Duplex,New,0,0,2,"404,882",Reviews In Process,2408 W DRAVUS ST,SEATTLE,98199
Institutional,Addition/Alteration,0,0,0,"17,000",Corrections Required,10300 ASHWORTH AVE N,SEATTLE,98133
Single Family/Duplex,Addition/Alteration,,,,"67,157",Reviews In Process,3815 SW 106TH ST,SEATTLE,98146
Institutional,Addition/Alteration,,,,"47,000",Issued,6801 35TH AVE NE,,
Single Family/Duplex,New,1,1,3,"320,936",Application Completed,9002 15TH AVE SW,SEATTLE,98106
Commercial,Addition/Alteration,0,0,0,"25,000",Reviews In Process,6050 EAST MARGINAL WAY S,SEATTLE,98108
Single Family/Duplex,New,,,,"370,463",Reviews In Process,6549 GREENWOOD AVE N,,
Single Family/Duplex,Addition/Alteration,,,,"89,700",Issued,1206 LEXINGTON WAY E,SEATTLE,98112
Single Family/Duplex,Addition/Alteration,,,,"140,000",Reviews In Process,12339 20TH AVE NE,SEATTLE,98125
Single Family/Duplex,Addition/Alteration,,,,"50,000",Issued,3616 NE 100TH ST,SEATTLE,98125
Commercial,Addition/Alteration,,,,"140,000",Issued,8200 WALLINGFORD AVE N,SEATTLE,98103
Single Family/Duplex,Addition/Alteration,1,0,0,"139,420",Reviews In Process,825 NE 95TH ST,SEATTLE,98115
Single Family/Duplex,New,1,0,2,"505,940",Reviews In Process,6012 40TH AVE NE,SEATTLE,98115
Single Family/Duplex,New,0,0,2,"338,173",Reviews In Process,2319 N 42ND ST,SEATTLE,98103
Single Family/Duplex,New,1,1,1,"465,821",Corrections Required,6252 52ND AVE NE,SEATTLE,98115
Single Family/Duplex,Addition/Alteration,,,,"60,000",Issued,1129 YAKIMA AVE S,SEATTLE,98144
Commercial,New,,,,"4,002,101",Reviews In Process,505 16TH AVE,SEATTLE,98122
Single Family/Duplex,Addition/Alteration,,,,"55,000",Issued,8615 5th AVE NE,,
Single Family/Duplex,New,,,,"532,197",Withdrawn,6115 S COOPER ST,SEATTLE,98178
Multifamily,New,,,,"743,267",Application Completed,940 NW 54TH ST,SEATTLE,98107
Single Family/Duplex,Addition/Alteration,1,0,0,"3,225",Reviews In Process,7600 11TH AVE SW,SEATTLE,98106
Single Family/Duplex,Addition/Alteration,,,,"30,000",Application Completed,2014 NW 64TH ST,SEATTLE,98107
Single Family/Duplex,Addition/Alteration,,,,"214,987",Reviews In Process,2709 NE 96TH ST,SEATTLE,98115
Single Family/Duplex,Addition/Alteration,,,,"3,025",Completed,649 NW 77TH ST,SEATTLE,98117
Multifamily,Addition/Alteration,,,,"2,500",Issued,3053 ALKI AVE SW,SEATTLE,98116
Single Family/Duplex,Addition/Alteration,1,0,0,"10,000",Awaiting Information,11034 1ST AVE NW,SEATTLE,98177
Single Family/Duplex,Demolition,,,,"600,000",Application Completed,1047 NE 89TH ST,SEATTLE,98115
Single Family/Duplex,New,,,,"23,000",Issued,7749 27TH AVE NW,SEATTLE,98117
Single Family/Duplex,Addition/Alteration,,,,"90,000",Reviews In Process,6030 SEWARD PARK AVE S,SEATTLE,98118
Single Family/Duplex,Addition/Alteration,,,,"15,000",Issued,3902 S GENESEE ST,SEATTLE,98118
